Transaction ID,Timestamp,Register,SKU,Item Name,Department,Qty,Unit Price,Line Total
T251222-0037,12/22/2025 9:31:57 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251222-0038,12/22/2025 9:34:36 AM,REG2,HG-TOWEL-01,Coastal Tea Towel,Home & Gifts,1,14.00,14.00
T251222-0038,12/22/2025 9:34:36 AM,REG2,HG-COAST-04,Pelican Coaster Set (4),Home & Gifts,1,22.00,22.00
T251222-0038,12/22/2025 9:34:36 AM,REG2,LG-PRALN-06,Pecan Pralines (6-pack),Local Goods,1,12.00,12.00
T251222-0039,12/22/2025 9:34:55 AM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251222-0040,12/22/2025 9:36:22 AM,REG2,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251222-0041,12/22/2025 9:41:00 AM,REG1,LG-MARM-01,Satsuma Marmalade,Local Goods,2,9.50,19.00
T251222-0042,12/22/2025 9:47:23 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0043,12/22/2025 9:54:12 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0044,12/22/2025 9:56:40 AM,REG2,AP-KREWE-01,Krewe Tee,Apparel,1,28.00,28.00
T251222-0045,12/22/2025 10:02:06 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251222-0046,12/22/2025 10:18:58 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0046,12/22/2025 10:18:58 AM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0047,12/22/2025 10:21:51 AM,REG2,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251222-0048,12/22/2025 10:22:16 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0049,12/22/2025 10:25:48 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0049,12/22/2025 10:25:48 AM,REG2,LG-CNDL-01,Magnolia Bay Soy Candle,Local Goods,1,24.00,24.00
T251222-0050,12/22/2025 10:25:50 AM,REG2,LG-SALT-01,Gulf Sea Salt,Local Goods,1,8.00,8.00
T251222-0051,12/22/2025 10:27:44 AM,REG2,HG-TOWEL-01,Coastal Tea Towel,Home & Gifts,1,14.00,14.00
T251222-0052,12/22/2025 10:32:52 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0053,12/22/2025 10:38:59 AM,REG1,AP-HAT-01,Pelican Trucker Hat,Apparel,1,24.00,24.00
T251222-0053,12/22/2025 10:38:59 AM,REG1,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251222-0054,12/22/2025 10:40:31 AM,REG2,CB-BEIG-03,Beignets (3),Coffee Bar,2,4.50,9.00
T251222-0054,12/22/2025 10:40:31 AM,REG2,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251222-0054,12/22/2025 10:40:31 AM,REG2,LG-PRALN-06,Pecan Pralines (6-pack),Local Goods,1,12.00,12.00
T251222-0055,12/22/2025 10:43:54 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0055,12/22/2025 10:43:54 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0056,12/22/2025 10:44:31 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0057,12/22/2025 10:44:57 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251222-0058,12/22/2025 10:47:47 AM,REG2,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,3,18.00,54.00
T251222-0059,12/22/2025 10:51:57 AM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0060,12/22/2025 10:53:14 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,2,5.00,10.00
T251222-0060,12/22/2025 10:53:14 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0061,12/22/2025 10:55:25 AM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0061,12/22/2025 10:55:25 AM,REG1,LG-HOTS-01,Bayou Heat Hot Sauce,Local Goods,1,7.50,7.50
T251222-0062,12/22/2025 11:01:55 AM,REG1,LG-PRALN-06,Pecan Pralines (6-pack),Local Goods,1,12.00,12.00
T251222-0063,12/22/2025 11:03:49 AM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251222-0064,12/22/2025 11:07:00 AM,REG2,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0065,12/22/2025 11:29:58 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,2,3.25,6.50
T251222-0065,12/22/2025 11:29:58 AM,REG1,AP-TEE-01,Bayside Logo Tee,Apparel,1,26.00,26.00
T251222-0066,12/22/2025 11:31:38 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251222-0067,12/22/2025 11:33:23 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0067,12/22/2025 11:33:23 AM,REG2,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251222-0068,12/22/2025 11:41:20 AM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0069,12/22/2025 11:46:23 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0070,12/22/2025 11:50:17 AM,REG1,AP-TEE-01,Bayside Logo Tee,Apparel,1,26.00,26.00
T251222-0071,12/22/2025 11:51:14 AM,REG2,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251222-0072,12/22/2025 11:51:16 AM,REG2,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251222-0073,12/22/2025 12:00:14 PM,REG2,AP-TEE-01,Bayside Logo Tee,Apparel,1,26.00,26.00
T251222-0073,12/22/2025 12:00:14 PM,REG2,LG-MARM-01,Satsuma Marmalade,Local Goods,1,9.50,9.50
T251222-0074,12/22/2025 12:07:17 PM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0074,12/22/2025 12:07:17 PM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0075,12/22/2025 12:22:25 PM,REG1,AP-HAT-01,Pelican Trucker Hat,Apparel,1,24.00,24.00
T251222-0075,12/22/2025 12:22:25 PM,REG1,HG-PRINT-01,Marsh at Dusk Art Print,Home & Gifts,1,35.00,35.00
T251222-0075,12/22/2025 12:22:25 PM,REG1,LG-HOTS-01,Bayou Heat Hot Sauce,Local Goods,1,7.50,7.50
T251222-0076,12/22/2025 12:23:11 PM,REG2,AP-TOTE-01,Canvas Beach Tote,Apparel,1,30.00,30.00
T251222-0077,12/22/2025 12:25:12 PM,REG2,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251222-0077,12/22/2025 12:25:12 PM,REG2,HG-COAST-04,Pelican Coaster Set (4),Home & Gifts,1,22.00,22.00
T251222-0078,12/22/2025 12:26:11 PM,REG1,LG-SALT-01,Gulf Sea Salt,Local Goods,2,8.00,16.00
T251222-0078,12/22/2025 12:26:11 PM,REG1,HG-TOWEL-01,Coastal Tea Towel,Home & Gifts,2,14.00,28.00
T251222-0079,12/22/2025 12:27:02 PM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0080,12/22/2025 12:52:49 PM,REG1,HG-TOWEL-01,Coastal Tea Towel,Home & Gifts,1,14.00,14.00
T251222-0081,12/22/2025 12:53:17 PM,REG1,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251222-0082,12/22/2025 1:00:11 PM,REG1,HG-FRAME-01,Driftwood Picture Frame,Home & Gifts,1,28.00,28.00
T251222-0083,12/22/2025 1:04:22 PM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0083,12/22/2025 1:04:22 PM,REG1,HG-FRAME-01,Driftwood Picture Frame,Home & Gifts,3,28.00,84.00
T251222-0084,12/22/2025 1:10:02 PM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0085,12/22/2025 1:17:25 PM,REG2,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251222-0085,12/22/2025 1:17:25 PM,REG2,LG-PRALN-06,Pecan Pralines (6-pack),Local Goods,1,12.00,12.00
T251222-0086,12/22/2025 1:31:35 PM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0086,12/22/2025 1:31:35 PM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251222-0087,12/22/2025 1:32:19 PM,REG2,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251222-0088,12/22/2025 1:37:15 PM,REG1,AP-HAT-01,Pelican Trucker Hat,Apparel,1,24.00,24.00
T251222-0089,12/22/2025 1:58:16 PM,REG2,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251222-0090,12/22/2025 1:58:53 PM,REG1,LG-CNDL-01,Magnolia Bay Soy Candle,Local Goods,1,24.00,24.00
T251222-0091,12/22/2025 2:00:09 PM,REG2,AP-TOTE-01,Canvas Beach Tote,Apparel,1,30.00,30.00
T251222-0091,12/22/2025 2:00:09 PM,REG2,AP-KIDS-01,Kids Crab Tee,Apparel,1,20.00,20.00
T251222-0092,12/22/2025 2:01:03 PM,REG1,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251222-0093,12/22/2025 2:03:12 PM,REG2,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251222-0094,12/22/2025 2:04:04 PM,REG1,LG-CNDL-01,Magnolia Bay Soy Candle,Local Goods,1,24.00,24.00
T251222-0094,12/22/2025 2:04:04 PM,REG1,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251222-0094,12/22/2025 2:04:04 PM,REG1,HG-BEADS-01,Mardi Gras Bead Garland,Home & Gifts,1,16.00,16.00
T251222-0095,12/22/2025 2:08:25 PM,REG1,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251222-0095,12/22/2025 2:08:25 PM,REG1,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251222-0096,12/22/2025 2:10:40 PM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,2,4.50,9.00
T251222-0097,12/22/2025 2:10:49 PM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251222-0098,12/22/2025 2:16:32 PM,REG1,AP-TEE-01,Bayside Logo Tee,Apparel,1,26.00,26.00
T251222-0099,12/22/2025 2:25:06 PM,REG2,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251222-0099,12/22/2025 2:25:06 PM,REG2,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0100,12/22/2025 2:25:26 PM,REG2,AP-KIDS-01,Kids Crab Tee,Apparel,1,20.00,20.00
T251222-0100,12/22/2025 2:25:26 PM,REG2,HG-FRAME-01,Driftwood Picture Frame,Home & Gifts,2,28.00,56.00
T251222-0101,12/22/2025 2:37:09 PM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0101,12/22/2025 2:37:09 PM,REG2,AP-KIDS-01,Kids Crab Tee,Apparel,1,20.00,20.00
T251222-0102,12/22/2025 2:53:36 PM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251222-0102,12/22/2025 2:53:36 PM,REG1,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251222-0103,12/22/2025 2:55:59 PM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251222-0104,12/22/2025 2:56:56 PM,REG1,LG-PRALN-06,Pecan Pralines (6-pack),Local Goods,1,12.00,12.00
T251222-0105,12/22/2025 3:04:47 PM,REG2,LG-CNDL-01,Magnolia Bay Soy Candle,Local Goods,1,24.00,24.00
T251222-0105,12/22/2025 3:04:47 PM,REG2,LG-MARM-01,Satsuma Marmalade,Local Goods,1,9.50,9.50
T251222-0105,12/22/2025 3:04:47 PM,REG2,AP-TEE-01,Bayside Logo Tee,Apparel,1,26.00,26.00
T251222-0106,12/22/2025 3:06:45 PM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0107,12/22/2025 3:12:09 PM,REG2,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,3,18.00,54.00
T251222-0108,12/22/2025 3:13:37 PM,REG2,HG-BEADS-01,Mardi Gras Bead Garland,Home & Gifts,2,16.00,32.00
T251222-0109,12/22/2025 3:13:51 PM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251222-0109,12/22/2025 3:13:51 PM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,2,5.25,10.50
T251222-0110,12/22/2025 3:18:03 PM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0111,12/22/2025 3:21:34 PM,REG1,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251222-0112,12/22/2025 3:31:35 PM,REG2,HG-COAST-04,Pelican Coaster Set (4),Home & Gifts,1,22.00,22.00
T251222-0112,12/22/2025 3:31:35 PM,REG2,HG-PRINT-01,Marsh at Dusk Art Print,Home & Gifts,1,35.00,35.00
T251222-0113,12/22/2025 3:33:27 PM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0113,12/22/2025 3:33:27 PM,REG1,LG-MARM-01,Satsuma Marmalade,Local Goods,1,9.50,9.50
T251222-0113,12/22/2025 3:33:27 PM,REG1,AP-KREWE-01,Krewe Tee,Apparel,1,28.00,28.00
T251222-0114,12/22/2025 3:35:42 PM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0115,12/22/2025 3:38:45 PM,REG2,AP-TEE-01,Bayside Logo Tee,Apparel,1,26.00,26.00
T251222-0115,12/22/2025 3:38:45 PM,REG2,HG-TOWEL-01,Coastal Tea Towel,Home & Gifts,3,14.00,42.00
T251222-0116,12/22/2025 3:40:43 PM,REG1,LG-HOTS-01,Bayou Heat Hot Sauce,Local Goods,1,7.50,7.50
T251222-0116,12/22/2025 3:40:43 PM,REG1,LG-CNDL-01,Magnolia Bay Soy Candle,Local Goods,1,24.00,24.00
T251222-0117,12/22/2025 3:57:19 PM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251222-0117,12/22/2025 3:57:19 PM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0117,12/22/2025 3:57:19 PM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251222-0118,12/22/2025 4:01:55 PM,REG2,LG-SALT-01,Gulf Sea Salt,Local Goods,1,8.00,8.00
T251222-0118,12/22/2025 4:01:55 PM,REG2,LG-MARM-01,Satsuma Marmalade,Local Goods,1,9.50,9.50
T251222-0119,12/22/2025 4:04:20 PM,REG2,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251222-0119,12/22/2025 4:04:20 PM,REG2,AP-HAT-01,Pelican Trucker Hat,Apparel,1,24.00,24.00
T251222-0120,12/22/2025 4:05:00 PM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0120,12/22/2025 4:05:00 PM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251222-0121,12/22/2025 4:09:24 PM,REG1,LG-HOTS-01,Bayou Heat Hot Sauce,Local Goods,2,7.50,15.00
T251222-0121,12/22/2025 4:09:24 PM,REG1,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251222-0121,12/22/2025 4:09:24 PM,REG1,LG-MARM-01,Satsuma Marmalade,Local Goods,1,9.50,9.50
T251222-0122,12/22/2025 4:22:09 PM,REG1,LG-HOTS-01,Bayou Heat Hot Sauce,Local Goods,1,7.50,7.50
T251222-0123,12/22/2025 4:30:56 PM,REG2,LG-PRALN-06,Pecan Pralines (6-pack),Local Goods,1,12.00,12.00
T251222-0123,12/22/2025 4:30:56 PM,REG2,HG-COAST-04,Pelican Coaster Set (4),Home & Gifts,1,22.00,22.00
T251222-0124,12/22/2025 4:35:33 PM,REG2,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251222-0124,12/22/2025 4:35:33 PM,REG2,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251222-0125,12/22/2025 4:42:56 PM,REG2,LG-MARM-01,Satsuma Marmalade,Local Goods,1,9.50,9.50
T251222-0126,12/22/2025 4:45:51 PM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0127,12/22/2025 4:57:41 PM,REG1,AP-KIDS-01,Kids Crab Tee,Apparel,1,20.00,20.00
T251222-0128,12/22/2025 5:20:46 PM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251222-0128,12/22/2025 5:20:46 PM,REG2,HG-COAST-04,Pelican Coaster Set (4),Home & Gifts,1,22.00,22.00
T251222-0129,12/22/2025 5:35:43 PM,REG2,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,2,5.00,10.00
T251222-0130,12/22/2025 5:37:08 PM,REG1,AP-TOTE-01,Canvas Beach Tote,Apparel,1,30.00,30.00
T251222-0131,12/22/2025 5:53:52 PM,REG2,HG-FRAME-01,Driftwood Picture Frame,Home & Gifts,1,28.00,28.00
T251223-0001,12/23/2025 7:02:17 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0002,12/23/2025 7:03:24 AM,REG1,AP-KREWE-01,Krewe Tee,Apparel,1,28.00,28.00
T251223-0002,12/23/2025 7:03:24 AM,REG1,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,2,18.00,36.00
T251223-0003,12/23/2025 7:09:21 AM,REG2,HG-PRINT-01,Marsh at Dusk Art Print,Home & Gifts,1,35.00,35.00
T251223-0004,12/23/2025 7:23:33 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0004,12/23/2025 7:23:33 AM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,2,4.75,9.50
T251223-0005,12/23/2025 7:26:09 AM,REG2,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251223-0005,12/23/2025 7:26:09 AM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0006,12/23/2025 7:29:52 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251223-0007,12/23/2025 7:31:31 AM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251223-0008,12/23/2025 7:37:40 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,2,5.00,10.00
T251223-0009,12/23/2025 7:43:26 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0009,12/23/2025 7:43:26 AM,REG1,HG-COAST-04,Pelican Coaster Set (4),Home & Gifts,1,22.00,22.00
T251223-0010,12/23/2025 7:46:47 AM,REG2,HG-ORNA-01,Oyster Shell Ornament,Home & Gifts,1,18.00,18.00
T251223-0010,12/23/2025 7:46:47 AM,REG2,HG-TOWEL-01,Coastal Tea Towel,Home & Gifts,1,14.00,14.00
T251223-0011,12/23/2025 7:53:15 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0011,12/23/2025 7:53:15 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0012,12/23/2025 7:55:42 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0012,12/23/2025 7:55:42 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0012,12/23/2025 7:55:42 AM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251223-0013,12/23/2025 8:01:46 AM,REG2,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,2,4.75,9.50
T251223-0013,12/23/2025 8:01:46 AM,REG2,LG-HONEY-01,Tupelo Honey 12 oz,Local Goods,1,14.00,14.00
T251223-0014,12/23/2025 8:03:18 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0015,12/23/2025 8:08:36 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0015,12/23/2025 8:08:36 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0016,12/23/2025 8:13:53 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0016,12/23/2025 8:13:53 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251223-0017,12/23/2025 8:15:54 AM,REG2,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251223-0017,12/23/2025 8:15:54 AM,REG2,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0018,12/23/2025 8:19:37 AM,REG1,HG-BEADS-01,Mardi Gras Bead Garland,Home & Gifts,2,16.00,32.00
T251223-0019,12/23/2025 8:20:55 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0020,12/23/2025 8:26:13 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0020,12/23/2025 8:26:13 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0021,12/23/2025 8:27:31 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0022,12/23/2025 8:35:09 AM,REG2,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0022,12/23/2025 8:35:09 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0023,12/23/2025 8:36:07 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0024,12/23/2025 8:41:31 AM,REG2,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251223-0025,12/23/2025 8:42:21 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0025,12/23/2025 8:42:21 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,2,3.25,6.50
T251223-0026,12/23/2025 8:43:35 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0027,12/23/2025 8:46:30 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0027,12/23/2025 8:46:30 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0028,12/23/2025 8:48:43 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0028,12/23/2025 8:48:43 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0029,12/23/2025 8:52:18 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0029,12/23/2025 8:52:18 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0030,12/23/2025 8:52:20 AM,REG2,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0031,12/23/2025 8:52:24 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,2,3.75,7.50
T251223-0032,12/23/2025 8:55:04 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0033,12/23/2025 9:00:31 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251223-0033,12/23/2025 9:00:31 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0034,12/23/2025 9:01:26 AM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251223-0034,12/23/2025 9:01:26 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0034,12/23/2025 9:01:26 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0035,12/23/2025 9:01:45 AM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0035,12/23/2025 9:01:45 AM,REG2,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,1,5.00,5.00
T251223-0036,12/23/2025 9:08:58 AM,REG1,AP-HOOD-01,Eastern Shore Hoodie,Apparel,1,48.00,48.00
T251223-0037,12/23/2025 9:09:36 AM,REG2,HG-BEADS-01,Mardi Gras Bead Garland,Home & Gifts,2,16.00,32.00
T251223-0038,12/23/2025 9:10:29 AM,REG2,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0038,12/23/2025 9:10:29 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,2,3.25,6.50
T251223-0039,12/23/2025 9:10:58 AM,REG1,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251223-0040,12/23/2025 9:15:42 AM,REG1,CB-BEIG-03,Beignets (3),Coffee Bar,2,4.50,9.00
T251223-0040,12/23/2025 9:15:42 AM,REG1,CB-COLD-16,Cold Brew 16 oz,Coffee Bar,1,4.75,4.75
T251223-0041,12/23/2025 9:17:54 AM,REG1,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0042,12/23/2025 9:22:06 AM,REG1,CB-LATTE-12,Latte 12 oz,Coffee Bar,1,5.25,5.25
T251223-0043,12/23/2025 9:36:28 AM,REG2,CB-DRIP-12,"Drip Coffee, 12 oz",Coffee Bar,1,3.25,3.25
T251223-0043,12/23/2025 9:36:28 AM,REG2,CB-MUFF-01,Praline Muffin,Coffee Bar,1,3.75,3.75
T251223-0043,12/23/2025 9:36:28 AM,REG2,CB-BEIG-03,Beignets (3),Coffee Bar,1,4.50,4.50
T251223-0044,12/23/2025 9:37:33 AM,REG1,CB-CHAI-12,Chai Latte 12 oz,Coffee Bar,2,5.00,10.00
